0,1,2,3,4,5,6,Cluster
0.5,54.0,58.0,4.0,20.3,56.0,1.3204,2
1.0,88.0,69.0,8.1,20.5,54.8,1.3073,2
3.5,261.0,107.0,22.3,21.7,50.6,1.2981,1
6.4,357.0,151.0,36.9,23.4,46.1,1.3091,1
2.9,265.0,146.0,17.5,25.1,43.0,1.3488,1
3.4,247.0,165.0,19.3,30.1,32.8,1.3795,1
2.8,189.0,159.0,17.6,34.7,25.9,1.4069,2
2.8,168.0,174.0,18.6,37.2,23.2,1.4478,2
2.8,183.0,167.0,18.0,39.5,18.3,1.2917,2
2.3,157.0,137.0,14.0,40.6,15.3,1.1485,2
1.8,113.0,116.0,10.9,40.3,16.1,1.1896,2
2.0,140.0,125.0,11.1,40.3,14.2,1.0494,2
3.5,230.0,194.0,21.6,39.6,16.7,1.1867,2
4.9,277.0,222.0,27.6,37.3,23.4,1.4672,1
4.6,295.0,206.0,25.6,33.7,27.7,1.4213,1
3.4,212.0,162.0,18.6,30.7,32.2,1.3983,2
2.7,151.0,132.0,15.2,28.4,35.7,1.3549,2
1.9,110.0,107.0,11.7,26.5,38.6,1.3154,2
1.5,83.0,84.0,8.7,25.4,40.1,1.2822,2
1.0,48.0,61.0,7.6,24.1,43.3,1.2839,2
0.7,27.0,42.0,5.2,23.9,45.6,1.3328,2
1.0,48.0,66.0,5.9,22.0,52.8,1.3752,2
0.6,180.0,109.0,4.0,20.7,56.1,1.3565,2
1.8,33.0,50.0,3.3,20.1,57.3,1.3352,2
0.9,75.0,76.0,5.4,19.5,59.4,1.3328,2
1.2,101.0,78.0,8.7,20.0,56.6,1.3095,2
2.9,214.0,104.0,19.9,21.7,53.9,1.3848,2
4.8,290.0,139.0,30.4,23.7,49.0,1.4152,1
4.3,311.0,166.0,24.6,25.9,44.3,1.4544,1
3.1,234.0,151.0,16.9,30.1,34.3,1.4414,2
2.4,157.0,134.0,13.6,33.5,27.2,1.3859,2
2.8,165.0,148.0,15.3,35.4,26.1,1.4806,2
2.5,137.0,126.0,14.1,37.9,23.2,1.502,2
2.6,149.0,144.0,17.0,39.7,18.7,1.3306,2
2.3,140.0,133.0,13.8,40.4,17.2,1.2774,2
2.4,139.0,139.0,13.6,40.0,18.8,1.363,2
3.5,221.0,178.0,21.2,38.9,18.8,1.29,2
4.8,318.0,206.0,25.9,35.8,22.1,1.2792,1
5.1,363.0,211.0,25.4,33.1,25.9,1.2923,1
4.7,341.0,180.0,23.6,30.9,28.2,1.2388,1
2.4,163.0,116.0,12.0,27.5,32.6,1.176,2
2.5,157.0,118.0,14.2,26.3,34.3,1.1605,2
2.7,202.0,115.0,14.2,25.5,34.1,1.0968,2
1.5,102.0,96.0,10.4,24.7,39.3,1.2065,2
1.1,70.0,86.0,7.5,24.2,39.5,1.1764,2
0.6,41.0,65.0,3.5,24.8,37.8,1.1639,2
0.5,180.0,109.0,2.5,22.7,43.8,1.1952,2
0.4,36.0,53.0,2.6,22.0,44.3,1.1553,2
0.6,68.0,74.0,4.0,19.3,51.4,1.1364,2
1.0,92.0,69.0,7.0,19.8,50.4,1.1525,2
4.6,332.0,131.0,24.8,20.5,48.2,1.1474,1
4.8,333.0,134.0,28.9,22.8,42.7,1.1667,1
4.0,298.0,148.0,21.5,25.6,35.8,1.1548,1
1.8,180.0,109.0,12.9,30.0,27.5,1.1509,2
2.0,146.0,109.0,12.2,34.4,21.0,1.1248,2
2.0,120.0,111.0,13.1,35.9,19.6,1.1422,2
2.0,108.0,110.0,13.3,37.2,18.2,1.1389,2
1.9,109.0,110.0,12.5,37.3,16.6,1.0435,2
1.9,124.0,116.0,13.0,37.4,14.9,0.9413,2
1.9,127.0,120.0,12.3,36.4,15.1,0.9005,2
2.6,185.0,142.0,15.2,35.4,14.7,0.8323,2
3.2,230.0,146.0,19.1,34.2,14.2,0.7502,2
3.4,265.0,153.0,19.7,31.1,18.7,0.8302,1
3.4,261.0,158.0,18.6,29.1,22.0,0.8702,1
2.9,219.0,140.0,16.1,27.2,22.5,0.7962,2
2.7,180.0,127.0,15.0,25.3,24.6,0.7796,2
1.3,108.0,97.0,7.3,24.9,27.2,0.8429,2
1.3,98.0,91.0,8.9,23.5,32.2,0.922,2
0.9,57.0,68.0,6.6,23.5,32.7,0.9349,2
0.6,36.0,52.0,4.3,24.1,32.0,0.9467,2
0.5,180.0,109.0,3.2,22.6,34.8,0.9441,2
0.5,45.0,58.0,4.1,20.8,40.2,0.9725,2
0.9,87.0,78.0,6.0,18.8,46.6,1.0027,2
0.7,62.0,61.0,5.6,19.8,46.0,1.0524,2
0.6,65.0,64.0,4.8,21.3,42.3,1.0625,2
1.3,125.0,81.0,8.9,21.3,41.8,1.0449,2
1.9,157.0,92.0,13.1,24.0,36.6,1.0772,2
2.1,171.0,101.0,14.1,27.2,30.7,1.0884,2
1.8,119.0,96.0,11.2,32.3,23.6,1.1271,2
1.8,110.0,101.0,10.0,31.9,25.8,1.2023,2
1.6,95.0,91.0,9.6,35.1,21.8,1.2093,2
1.2,58.0,68.0,7.2,36.0,20.5,1.1995,2
1.2,69.0,76.0,8.6,37.0,20.1,1.2423,2
1.4,76.0,84.0,9.0,36.4,21.0,1.2515,2
1.3,63.0,76.0,7.9,35.2,22.6,1.267,2
1.1,51.0,61.0,6.2,32.5,27.6,1.3229,2
1.1,46.0,52.0,6.3,29.1,35.1,1.3919,2
1.1,52.0,59.0,6.3,26.9,39.7,1.3898,2
1.8,84.0,89.0,11.2,26.1,42.2,1.4039,2
2.3,130.0,113.0,12.8,25.5,43.8,1.4095,2
2.6,147.0,112.0,13.2,24.9,45.6,1.4135,2
2.0,126.0,89.0,9.2,25.2,45.2,1.4262,2
1.0,47.0,53.0,5.8,25.4,45.5,1.457,2
0.6,24.0,36.0,3.4,26.2,43.6,1.4599,2
0.6,180.0,109.0,4.1,24.3,48.2,1.4476,2
0.5,25.0,39.0,3.1,24.4,48.3,1.4499,2
0.4,21.0,33.0,2.2,23.3,51.0,1.4346,2
0.4,25.0,37.0,1.5,21.6,48.1,1.2259,2
0.4,25.0,36.0,1.3,21.4,47.8,1.2005,2
0.4,30.0,42.0,1.2,20.5,46.8,1.1152,2
0.5,42.0,52.0,1.7,20.8,40.7,0.9882,2
0.6,52.0,60.0,2.5,22.3,35.3,0.9371,2
0.7,62.0,74.0,2.5,21.7,38.3,0.9842,2
0.7,67.0,65.0,2.7,24.4,29.6,0.8921,2
0.6,47.0,52.0,1.9,23.4,34.9,0.991,2
0.5,35.0,40.0,1.8,23.5,35.2,1.0019,2
0.6,45.0,49.0,2.4,22.4,39.0,1.04,2
0.8,53.0,56.0,2.6,22.0,41.7,1.0865,2
0.8,57.0,59.0,3.0,21.7,42.7,1.0949,2
1.0,71.0,68.0,2.9,20.7,43.4,1.047,2
1.0,67.0,72.0,3.5,20.3,42.6,1.0045,2
1.0,75.0,78.0,3.6,20.3,44.1,1.0392,2
0.9,65.0,71.0,3.6,20.1,45.2,1.0538,2
0.7,45.0,54.0,2.3,19.8,45.7,1.0424,2
0.8,46.0,57.0,2.6,19.6,45.3,1.0244,2
0.7,33.0,45.0,2.0,19.4,45.9,1.0242,2
0.5,19.0,30.0,1.2,19.7,44.8,1.0172,2
0.3,9.0,16.0,0.7,19.5,46.3,1.0363,2
0.3,180.0,109.0,0.5,19.0,49.0,1.063,2
1.8,12.0,18.0,0.5,19.1,50.7,1.109,2
0.3,21.0,28.0,0.8,19.1,52.7,1.1545,2
0.7,66.0,62.0,3.5,20.3,49.3,1.1596,2
1.5,137.0,92.0,7.0,21.1,46.2,1.1389,2
1.8,151.0,96.0,8.7,21.5,44.5,1.129,2
1.4,115.0,87.0,6.3,22.4,43.6,1.1637,2
1.5,118.0,84.0,7.0,24.8,39.1,1.2039,2
1.2,95.0,73.0,5.5,23.9,42.1,1.2335,2
1.2,86.0,72.0,5.3,25.5,38.3,1.2328,2
1.3,85.0,68.0,5.5,25.4,39.2,1.2534,2
1.0,66.0,62.0,3.8,25.6,37.0,1.2006,2
1.4,74.0,70.0,5.4,24.5,38.4,1.1669,2
1.6,108.0,83.0,6.7,23.9,39.9,1.1639,2
2.7,150.0,92.0,12.2,24.2,39.2,1.1665,2
2.3,157.0,103.0,10.2,23.5,41.2,1.1759,2
1.5,93.0,82.0,6.7,22.3,44.9,1.1973,2
1.4,76.0,74.0,5.7,21.7,46.5,1.1917,2
1.0,57.0,67.0,4.1,22.0,44.9,1.1699,2
1.1,64.0,74.0,4.7,22.2,44.1,1.1654,2
1.2,59.0,72.0,5.2,21.8,45.6,1.1763,2
1.2,68.0,79.0,5.1,21.6,46.0,1.1742,2
0.7,31.0,43.0,2.8,21.6,45.8,1.1715,2
0.5,21.0,33.0,1.4,20.7,48.3,1.168,2
0.4,180.0,109.0,1.0,21.0,47.1,1.1546,2
0.4,24.0,38.0,2.0,20.8,48.5,1.18,2
0.5,38.0,51.0,3.0,20.8,49.4,1.1994,2
1.0,92.0,69.0,7.5,19.9,51.8,1.1911,2
4.4,311.0,116.0,24.7,20.9,49.3,1.2049,1
4.0,260.0,119.0,24.8,23.7,39.9,1.1508,1
2.4,181.0,96.0,10.9,25.3,35.8,1.1421,2
2.1,177.0,109.0,11.9,28.8,29.1,1.1349,2
2.7,180.0,115.0,16.0,30.3,26.9,1.1399,2
2.8,174.0,118.0,15.7,32.8,23.3,1.138,2
2.3,140.0,118.0,13.1,33.9,21.4,1.1135,2
2.0,122.0,112.0,12.2,35.3,19.6,1.1036,2
2.6,189.0,140.0,15.8,34.0,20.8,1.0898,2
2.7,169.0,137.0,16.6,35.3,18.8,1.0572,2
3.1,172.0,143.0,18.4,32.6,24.1,1.1688,2
3.1,154.0,148.0,16.7,30.8,28.7,1.2507,2
3.6,192.0,158.0,20.8,28.7,31.2,1.2099,2
2.9,160.0,127.0,15.3,26.8,35.1,1.2201,2
2.2,110.0,109.0,11.5,25.3,39.4,1.2524,2
2.0,97.0,101.0,10.1,23.9,40.9,1.1966,2
2.1,124.0,114.0,10.4,23.0,44.4,1.2354,2
1.9,108.0,104.0,9.4,22.2,53.9,1.4237,2
1.4,61.0,81.0,6.9,20.9,59.8,1.4659,2
0.8,34.0,51.0,4.0,21.3,58.1,1.457,2
0.6,180.0,109.0,3.0,20.8,58.4,1.4189,2
0.6,24.0,40.0,2.6,20.3,58.9,1.3878,2
0.5,27.0,34.0,2.4,21.3,54.5,1.3682,2
1.0,70.0,61.0,6.8,20.6,57.4,1.3753,2
2.7,176.0,95.0,18.9,21.3,56.9,1.4226,2
5.0,310.0,142.0,30.2,22.9,52.4,1.4442,1
3.3,221.0,128.0,14.9,24.1,46.5,1.3802,2
2.4,168.0,115.0,12.2,27.1,38.8,1.3705,2
1.7,109.0,84.0,8.3,28.4,34.4,1.314,2
1.7,102.0,85.0,9.0,30.1,30.9,1.2958,2
2.4,129.0,110.0,13.7,32.7,25.8,1.2547,2
2.2,117.0,107.0,14.1,32.4,25.7,1.2271,2
2.2,112.0,107.0,12.0,33.6,24.4,1.2472,2
2.3,122.0,113.0,12.2,33.0,26.0,1.2877,2
2.6,114.0,107.0,13.1,33.2,23.7,1.1855,2
2.3,111.0,106.0,12.6,31.3,25.4,1.1415,2
3.3,158.0,125.0,18.3,28.3,31.7,1.1968,2
3.5,202.0,139.0,17.2,26.5,35.0,1.1981,2
2.5,166.0,117.0,12.9,24.4,40.0,1.2079,2
2.5,143.0,107.0,13.7,23.3,43.4,1.2251,2
2.4,122.0,98.0,13.4,22.5,45.3,1.2226,2
2.5,113.0,97.0,13.5,21.8,47.8,1.2325,2
2.1,109.0,95.0,9.9,20.9,51.0,1.2446,2
1.0,53.0,68.0,4.4,20.8,51.7,1.2572,2
0.8,180.0,109.0,4.3,19.3,57.1,1.2661,2
1.8,32.0,51.0,3.3,18.8,58.6,1.2581,2
0.5,35.0,44.0,3.4,20.2,53.8,1.2569,2
1.3,123.0,77.0,9.3,18.3,60.8,1.2635,2
3.6,254.0,100.0,23.4,20.2,54.5,1.2777,2
4.8,300.0,125.0,27.7,21.9,49.9,1.2957,1
3.7,281.0,154.0,22.1,25.2,43.0,1.3548,1
1.9,169.0,125.0,10.0,28.0,36.6,1.3603,2
1.7,152.0,117.0,8.9,27.1,38.3,1.3548,2
1.9,127.0,105.0,9.8,27.4,37.0,1.3319,2
1.8,118.0,103.0,9.4,29.4,32.9,1.3244,2
1.7,120.0,106.0,9.8,31.3,28.7,1.2885,2
1.8,125.0,107.0,9.5,31.5,28.7,1.3058,2
1.7,117.0,102.0,9.5,30.9,30.3,1.3306,2
2.8,166.0,124.0,15.4,31.4,30.3,1.3689,2
3.6,180.0,133.0,19.4,30.7,31.4,1.3686,2
3.3,172.0,125.0,16.5,29.0,33.4,1.3169,2
2.9,160.0,124.0,14.3,27.3,37.5,1.342,2
1.7,103.0,97.0,8.2,25.8,40.9,1.3389,2
1.7,87.0,94.0,8.7,25.2,43.0,1.358,2
2.8,147.0,120.0,15.2,24.6,45.8,1.394,2
1.8,120.0,105.0,10.6,24.0,47.3,1.3914,2
1.0,63.0,81.0,6.0,23.5,48.3,1.3777,2
0.5,30.0,43.0,3.1,24.0,45.8,1.3467,2
0.4,180.0,109.0,2.5,22.2,50.7,1.3405,2
0.3,19.0,32.0,1.8,22.8,48.1,1.3184,2
0.4,27.0,36.0,2.6,21.9,50.1,1.3002,2
0.8,65.0,59.0,6.5,20.4,54.1,1.28,2
2.2,169.0,92.0,14.5,20.8,52.6,1.2758,2
4.4,244.0,121.0,28.8,22.8,47.9,1.3156,2
3.7,274.0,151.0,21.3,25.2,42.9,1.3552,1
2.5,202.0,142.0,14.9,29.3,34.8,1.397,2
2.5,186.0,141.0,15.6,33.3,27.8,1.4013,2
2.3,153.0,129.0,14.3,34.9,24.9,1.363,2
2.0,112.0,106.0,12.6,36.1,22.7,1.3324,2
2.0,117.0,125.0,13.4,37.6,21.1,1.3478,2
2.1,109.0,126.0,12.6,37.3,21.9,1.3761,2
2.4,133.0,147.0,14.8,37.2,21.6,1.3514,2
3.1,185.0,180.0,18.6,35.6,23.4,1.341,2
2.9,167.0,164.0,16.7,33.1,24.3,1.2087,2
3.5,218.0,180.0,20.8,30.5,29.5,1.2635,2
2.9,171.0,153.0,16.0,28.7,35.8,1.3834,2
1.5,78.0,105.0,7.6,26.6,42.2,1.4452,2
1.7,84.0,98.0,10.2,25.2,46.6,1.4733,2
2.2,110.0,107.0,13.8,24.7,47.7,1.4649,2
1.6,87.0,87.0,10.4,24.4,47.4,1.4301,2
1.0,58.0,80.0,6.5,23.3,49.9,1.4135,2
0.6,39.0,62.0,4.3,23.8,47.3,1.3783,2
0.6,180.0,109.0,3.4,22.9,50.2,1.3808,2
0.6,38.0,54.0,3.9,21.2,55.0,1.3689,2
0.5,41.0,56.0,3.0,21.7,52.6,1.35,2
0.5,47.0,62.0,3.2,22.8,48.9,1.3424,2
0.9,72.0,72.0,5.6,23.5,47.6,1.3611,2
1.4,100.0,86.0,9.1,24.6,44.9,1.3661,2
1.6,104.0,99.0,9.7,27.0,39.9,1.402,2
1.6,109.0,98.0,8.6,29.3,35.9,1.4411,2
1.7,103.0,102.0,9.6,31.2,32.4,1.4517,2
1.7,75.0,84.0,9.8,34.4,26.6,1.423,2
1.5,72.0,83.0,10.3,36.1,22.1,1.3004,2
1.2,56.0,68.0,8.2,17.8,49.6,0.9954,2
1.2,51.0,63.0,8.2,17.8,49.6,0.9954,2
1.1,52.0,65.0,8.2,17.8,49.6,0.9954,2
1.0,46.0,63.0,8.2,17.8,49.6,0.9954,2
1.1,44.0,56.0,8.2,17.8,49.6,0.9954,2
1.6,72.0,77.0,8.2,17.8,49.6,0.9954,2
1.7,88.0,91.0,8.2,17.8,49.6,0.9954,2
1.4,56.0,70.0,8.2,17.8,49.6,0.9954,2
1.7,82.0,95.0,8.2,17.8,49.6,0.9954,2
2.4,125.0,113.0,8.2,17.8,49.6,0.9954,2
2.3,144.0,109.0,8.2,17.8,49.6,0.9954,2
1.2,54.0,65.0,8.2,17.8,49.6,0.9954,2
1.0,48.0,60.0,8.2,17.8,49.6,0.9954,2
1.4,180.0,109.0,8.2,17.8,49.6,0.9954,2
1.8,41.0,62.0,8.2,17.8,49.6,0.9954,2
1.0,40.0,60.0,8.2,17.8,49.6,0.9954,2
0.9,48.0,65.0,8.2,17.8,49.6,0.9954,2
0.8,44.0,55.0,8.2,17.8,49.6,0.9954,2
1.0,59.0,66.0,8.2,17.8,49.6,0.9954,2
1.2,59.0,67.0,8.2,17.8,49.6,0.9954,2
1.2,53.0,64.0,8.2,17.8,49.6,0.9954,2
1.0,42.0,59.0,8.2,17.8,49.6,0.9954,2
1.0,43.0,59.0,8.2,17.8,49.6,0.9954,2
0.6,23.0,36.0,8.2,17.8,49.6,0.9954,2
0.7,22.0,35.0,8.2,17.8,49.6,0.9954,2
0.8,37.0,54.0,8.2,17.8,49.6,0.9954,2
1.1,53.0,71.0,8.2,17.8,49.6,0.9954,2
1.4,68.0,86.0,8.2,17.8,49.6,0.9954,2
2.8,125.0,114.0,8.2,17.8,49.6,0.9954,2
2.5,96.0,105.0,8.2,17.8,49.6,0.9954,2
1.6,75.0,87.0,8.2,17.8,49.6,0.9954,2
1.4,74.0,85.0,8.2,17.8,49.6,0.9954,2
2.3,92.0,91.0,8.2,17.8,49.6,0.9954,2
4.2,136.0,108.0,8.2,17.8,49.6,0.9954,2
3.0,119.0,99.0,8.2,17.8,49.6,0.9954,2
2.2,76.0,83.0,8.2,17.8,49.6,0.9954,2
0.6,21.0,36.0,8.2,17.8,49.6,0.9954,2
0.3,180.0,109.0,8.2,17.8,49.6,0.9954,2
0.3,15.0,24.0,1.5,18.9,55.2,1.1895,2
0.5,52.0,43.0,3.5,18.2,57.6,1.193,2
1.3,85.0,64.0,8.3,18.6,56.0,1.1865,2
2.5,177.0,91.0,17.3,20.8,48.0,1.1702,2
3.7,232.0,109.0,23.3,23.3,38.6,1.0919,2
2.5,201.0,110.0,13.8,25.1,32.4,1.017,2
1.8,134.0,111.0,10.2,27.8,25.8,0.9473,2
1.5,104.0,106.0,7.9,29.6,21.0,0.8548,2
1.5,89.0,104.0,8.8,30.2,18.0,0.7613,2
1.2,66.0,76.0,7.2,30.1,18.5,0.7747,2
1.4,85.0,84.0,8.3,29.5,19.4,0.7872,2
1.6,105.0,102.0,9.6,31.1,18.2,0.8079,2
1.6,99.0,102.0,9.0,30.3,19.0,0.8103,2
2.2,132.0,124.0,12.4,30.1,19.3,0.8083,2
3.0,186.0,147.0,15.3,28.6,22.3,0.859,2
3.0,174.0,138.0,16.1,26.1,28.3,0.9407,2
2.7,149.0,126.0,14.1,24.5,35.7,1.0807,2
2.1,114.0,112.0,11.4,23.1,41.5,1.1582,2
1.6,92.0,95.0,9.5,21.8,46.3,1.1913,2
1.3,75.0,80.0,7.4,20.9,48.9,1.1945,2
1.1,74.0,79.0,6.4,20.5,49.9,1.1903,2
0.7,35.0,49.0,4.1,20.0,50.9,1.1794,2
0.4,22.0,36.0,1.9,22.1,44.3,1.1665,2
0.2,180.0,109.0,1.4,21.0,47.5,1.1666,2
0.2,24.0,40.0,1.2,19.8,50.3,1.1444,2
0.3,30.0,37.0,2.2,19.0,52.8,1.1489,2
0.9,93.0,67.0,6.4,17.8,56.5,1.1375,2
3.1,332.0,106.0,18.5,18.2,55.8,1.1529,1
5.0,387.0,134.0,30.2,20.6,47.7,1.1448,1
2.8,267.0,123.0,14.2,22.8,41.9,1.1496,1
2.8,269.0,136.0,14.3,27.1,31.7,1.1147,1
2.1,193.0,109.0,12.6,30.4,26.4,1.131,2
3.1,239.0,144.0,18.0,31.1,26.2,1.1647,2
3.0,232.0,154.0,17.1,31.4,25.3,1.1444,2
2.1,152.0,126.0,13.0,30.8,26.7,1.168,2
1.7,115.0,98.0,11.2,31.8,25.6,1.1868,2
2.2,169.0,120.0,13.6,33.5,22.9,1.1649,2
3.5,226.0,145.0,20.5,33.1,23.5,1.1673,2
3.6,218.0,139.0,20.2,31.7,25.9,1.1883,2
4.1,245.0,148.0,23.1,29.0,30.4,1.2013,2
4.0,236.0,139.0,20.3,27.4,33.6,1.2095,2
1.8,104.0,93.0,9.3,25.2,36.4,1.1528,2
1.7,104.0,96.0,10.5,24.0,39.6,1.1662,2
2.4,144.0,104.0,13.6,23.8,39.6,1.1558,2
1.2,79.0,83.0,8.0,22.9,43.6,1.1974,2
0.8,51.0,66.0,4.6,22.8,43.9,1.202,2
0.5,38.0,55.0,3.2,21.8,47.3,1.2189,2
0.3,180.0,109.0,2.4,21.7,47.3,1.2135,2
1.8,24.0,37.0,2.1,20.8,50.3,1.2207,2
0.4,30.0,40.0,2.2,21.7,46.8,1.2031,2
1.0,73.0,51.0,6.7,20.3,52.3,1.2367,2
3.8,305.0,117.0,23.1,20.5,52.3,1.245,1
3.2,295.0,110.0,19.0,21.7,49.6,1.2673,1
3.5,331.0,136.0,20.1,24.0,43.1,1.2677,1
3.2,304.0,152.0,16.4,28.5,31.7,1.2144,1
2.3,210.0,119.0,13.0,32.2,25.1,1.189,2
2.2,163.0,106.0,13.1,34.9,20.5,1.1279,2
2.1,132.0,101.0,11.8,35.4,19.9,1.1222,2
1.9,126.0,110.0,12.7,34.4,22.5,1.205,2
2.4,150.0,124.0,14.1,34.8,22.8,1.2488,2
2.5,171.0,137.0,14.4,34.3,22.4,1.1907,2
3.6,234.0,159.0,20.7,32.5,25.3,1.2165,2
3.9,251.0,152.0,21.6,31.3,27.3,1.2234,1
4.4,294.0,166.0,24.2,30.2,29.0,1.2224,1
4.8,300.0,163.0,21.8,28.5,33.3,1.2775,1
2.5,159.0,121.0,13.0,27.3,35.3,1.2606,2
2.8,176.0,125.0,15.1,26.1,37.8,1.2575,2
3.2,192.0,120.0,16.6,24.7,47.1,1.44,2
2.6,152.0,103.0,12.7,23.6,59.8,1.7193,2
1.5,63.0,64.0,8.6,23.3,60.5,1.706,2
1.0,35.0,44.0,5.3,23.3,59.4,1.6753,2
0.8,180.0,109.0,3.6,22.9,57.7,1.5902,2
0.6,21.0,35.0,2.8,23.7,53.5,1.546,2
0.6,41.0,46.0,3.1,21.2,60.9,1.5092,2
0.7,48.0,54.0,3.7,22.1,56.2,1.48,2
1.2,102.0,68.0,6.9,21.9,57.0,1.4742,2
1.5,111.0,77.0,8.6,24.7,45.9,1.4061,2
1.3,93.0,74.0,7.1,27.0,40.8,1.4286,2
1.6,118.0,92.0,6.6,29.1,37.4,1.4833,2
1.5,93.0,83.0,7.2,31.1,32.4,1.4351,2
1.2,56.0,58.0,5.0,31.9,30.3,1.4125,2
1.1,51.0,55.0,5.7,32.8,28.9,1.412,2
1.2,52.0,61.0,6.0,33.4,27.8,1.4119,2
1.3,59.0,65.0,6.1,35.3,23.7,1.3331,2
1.4,62.0,74.0,8.0,35.8,22.4,1.2915,2
1.6,85.0,89.0,7.8,35.3,20.8,1.1664,2
2.1,109.0,103.0,11.1,33.3,23.9,1.2085,2
3.0,168.0,128.0,15.9,30.3,30.8,1.3044,2
2.8,166.0,122.0,13.7,28.3,34.5,1.3084,2
3.8,149.0,125.0,21.6,27.1,38.9,1.3758,2
3.2,118.0,119.0,16.8,25.4,43.2,1.3805,2
4.1,160.0,126.0,20.5,24.6,45.3,1.3767,2
2.6,124.0,100.0,14.1,23.7,46.0,1.3346,2
2.0,95.0,94.0,10.9,23.0,48.1,1.3322,2
0.9,34.0,52.0,3.6,24.8,43.4,1.3366,2
0.7,180.0,109.0,3.3,23.1,47.4,1.3208,2
0.6,45.0,64.0,2.4,21.7,50.2,1.2917,2
0.6,35.0,46.0,3.0,21.9,50.7,1.3138,2
1.6,141.0,88.0,8.9,20.1,57.0,1.3216,2
2.6,199.0,104.0,14.8,21.5,51.8,1.3129,2
2.9,224.0,125.0,16.2,22.9,48.7,1.3416,2
2.8,245.0,151.0,14.6,25.7,41.0,1.3351,2
1.9,153.0,113.0,8.0,29.9,33.2,1.3793,2
1.9,145.0,102.0,9.1,32.9,28.0,1.3789,2
2.1,130.0,108.0,10.0,34.0,25.6,1.3363,2
1.9,95.0,93.0,9.8,34.7,22.6,1.2297,2
1.6,88.0,89.0,8.3,35.5,20.3,1.1586,2
1.6,89.0,84.0,7.5,35.9,18.8,1.0912,2
2.1,127.0,111.0,11.7,36.2,18.6,1.0945,2
2.4,149.0,115.0,13.3,35.4,15.3,0.8613,2
2.8,170.0,127.0,14.4,32.9,15.5,0.7649,2
3.4,210.0,129.0,17.9,29.9,19.8,0.8211,2
3.4,230.0,140.0,15.9,28.1,22.4,0.8394,2
2.7,203.0,137.0,14.2,26.1,24.7,0.8233,2
2.6,174.0,130.0,13.8,25.0,28.7,0.8944,2
2.3,164.0,121.0,11.7,24.3,31.0,0.9268,2
1.2,76.0,79.0,6.2,24.0,31.2,0.919,2
1.0,52.0,69.0,5.1,22.4,34.9,0.9362,2
0.9,47.0,61.0,4.5,21.2,37.6,0.9355,2
1.1,180.0,109.0,4.9,19.5,42.3,0.9461,2
1.8,37.0,58.0,2.5,21.2,39.4,0.9802,2
0.4,41.0,58.0,2.3,19.5,42.4,0.9515,2
0.9,74.0,70.0,5.5,18.6,45.8,0.9723,2
1.8,168.0,104.0,10.4,19.7,44.1,1.0039,2
2.2,176.0,109.0,12.4,21.9,39.4,1.0243,2
2.4,184.0,129.0,14.0,24.5,34.3,1.0407,2
2.3,187.0,144.0,12.7,30.0,25.6,1.0674,2
1.6,118.0,101.0,9.0,34.5,18.9,1.0168,2
1.4,89.0,90.0,8.5,36.3,17.5,1.0411,2
1.4,70.0,86.0,8.2,37.7,16.0,1.0231,2
1.0,51.0,69.0,5.9,38.3,15.8,1.0465,2
1.0,52.0,65.0,5.6,38.4,17.5,1.1609,2
1.2,70.0,73.0,6.7,37.2,20.5,1.2813,2
1.3,80.0,73.0,6.1,34.0,26.4,1.3781,2
1.5,90.0,78.0,6.7,32.3,30.4,1.445,2
1.9,111.0,98.0,9.2,30.5,33.9,1.4564,2
1.8,107.0,99.0,8.2,29.2,37.8,1.5098,2
1.4,73.0,83.0,7.0,28.4,39.1,1.4881,2
1.7,75.0,88.0,9.5,27.7,40.6,1.4828,2
2.7,144.0,117.0,15.1,27.2,42.5,1.5069,2
2.1,120.0,97.0,11.7,26.5,44.8,1.528,2
1.4,71.0,75.0,9.3,25.5,47.6,1.5318,2
1.0,40.0,53.0,6.4,25.2,47.8,1.5076,2
1.0,180.0,109.0,6.7,23.2,53.7,1.5046,2
0.8,34.0,45.0,4.2,23.2,52.3,1.4668,2
0.5,27.0,42.0,2.6,24.0,50.3,1.4811,2
0.6,30.0,44.0,2.8,23.5,51.2,1.4634,2
0.6,40.0,50.0,3.1,23.5,50.8,1.452,2
1.0,56.0,60.0,6.2,24.7,47.6,1.4597,2
1.6,104.0,100.0,7.9,27.2,41.1,1.4611,2
1.9,121.0,111.0,10.5,31.0,32.4,1.4294,2
1.7,100.0,110.0,9.0,35.2,24.8,1.3854,2
1.1,59.0,74.0,6.3,37.8,18.5,1.1977,2
0.8,42.0,56.0,3.5,39.0,15.1,1.0424,2
0.7,38.0,50.0,4.0,41.3,12.8,0.9933,2
0.7,40.0,54.0,4.2,41.8,11.9,0.9476,2
1.2,70.0,90.0,6.9,42.2,14.2,1.1609,2
1.6,95.0,109.0,7.9,41.4,15.5,1.2089,2
1.6,90.0,110.0,7.9,38.9,21.4,1.4605,2
1.7,90.0,103.0,10.3,34.3,26.0,1.3865,2
2.0,111.0,120.0,10.5,32.7,27.7,1.3439,2
2.3,135.0,134.0,12.7,30.5,30.4,1.3031,2
2.4,146.0,137.0,11.9,29.0,33.6,1.3277,2
1.7,100.0,99.0,9.3,28.2,36.6,1.3781,2
1.2,69.0,78.0,7.9,27.2,38.9,1.3821,2
